lon,lat
-76.79,-11.98
-76.78,-11.98
-76.77,-11.98
-76.76,-11.98
-76.75,-11.98
-76.74,-11.98
-76.73,-11.98
-76.72,-11.98
-76.71,-11.98
-76.7,-11.98
-76.69,-11.98
-76.68,-11.98
-76.67,-11.98
-76.78,-11.99
-76.77,-11.99
-76.76,-11.99
-76.75,-11.99
-76.74,-11.99
-76.73,-11.99
-76.72,-11.99
-76.71,-11.99
-76.78,-12
-76.77,-12
-76.76,-12
-76.75,-12
-76.74,-12
-76.73,-12
-76.78,-12.01
-76.77,-12.01
-76.76,-12.01
-76.75,-12.01
-76.74,-12.01
-76.73,-12.01
-76.72,-12.01
-76.78,-12.02
-76.77,-12.02
-76.76,-12.02
-76.75,-12.02
-76.74,-12.02
-76.73,-12.02
-76.72,-12.02
-76.78,-12.03
-76.77,-12.03
-76.76,-12.03
-76.75,-12.03
-76.74,-12.03
-76.73,-12.03
-76.72,-12.03
-76.71,-12.03
-76.78,-12.04
-76.77,-12.04
-76.76,-12.04
-76.75,-12.04
-76.74,-12.04
-76.73,-12.04
-76.72,-12.04
-76.71,-12.04
-76.7,-12.04
-76.78,-12.05
-76.77,-12.05
-76.76,-12.05
-76.75,-12.05
-76.74,-12.05
-76.73,-12.05
-76.72,-12.05
-76.71,-12.05
-76.7,-12.05
-76.69,-12.05
-77.01,-12.03
-77,-12.03
-77.01,-12.04
-77,-12.04
-77.01,-12.05
-77,-12.05
-77.01,-12.06
-77,-12.06
-76.97,-12.09
-76.96,-12.09
-76.95,-12.09
-76.94,-12.09
-76.93,-12.09
-76.92,-12.09
-76.97,-12.1
-76.96,-12.1
-76.95,-12.1
-76.94,-12.1
-76.93,-12.1
-76.92,-12.1
-76.97,-12.11
-76.96,-12.11
-76.95,-12.11
-76.94,-12.11
-76.93,-12.11
-76.92,-12.11
-76.97,-12.12
-77.07,-11.58
-77.06,-11.58
-77.05,-11.58
-77.08,-11.59
-77.07,-11.59
-77.06,-11.59
-77.05,-11.59
-77.04,-11.59
-77.08,-11.6
-77.07,-11.6
-77.06,-11.6
-77.05,-11.6
-77.04,-11.6
-77.03,-11.6
-77.09,-11.61
-77.08,-11.61
-77.07,-11.61
-77.06,-11.61
-77.05,-11.61
-77.04,-11.61
-77.03,-11.61
-77.02,-11.61
-77.01,-11.61
-77.1,-11.62
-77.09,-11.62
-77.08,-11.62
-77.07,-11.62
-77.06,-11.62
-77.05,-11.62
-77.04,-11.62
-77.03,-11.62
-77.02,-11.62
-77.13,-11.63
-77.12,-11.63
-77.11,-11.63
-77.1,-11.63
-77.09,-11.63
-77.08,-11.63
-77.07,-11.63
-77.06,-11.63
-77.05,-11.63
-77.04,-11.63
-77.03,-11.63
-77.02,-11.63
-77.13,-11.64
-77.12,-11.64
-77.11,-11.64
-77.1,-11.64
-77.09,-11.64
-77.08,-11.64
-77.07,-11.64
-77.06,-11.64
-77.05,-11.64
-77.04,-11.64
-77.03,-11.64
-77.12,-11.65
-77.11,-11.65
-77.1,-11.65
-77.09,-11.65
-77.08,-11.65
-77.07,-11.65
-77.06,-11.65
-77.05,-11.65
-77.04,-11.65
-77.16,-11.66
-77.15,-11.66
-77.13,-11.66
-77.12,-11.66
-77.11,-11.66
-77.1,-11.66
-77.09,-11.66
-77.08,-11.66
-77.07,-11.66
-77.06,-11.66
-77.05,-11.66
-77.04,-11.66
-77.17,-11.67
-77.16,-11.67
-77.15,-11.67
-77.14,-11.67
-77.13,-11.67
-77.12,-11.67
-77.11,-11.67
-77.1,-11.67
-77.09,-11.67
-77.08,-11.67
-77.07,-11.67
-77.06,-11.67
-77.05,-11.67
-77.04,-11.67
-77.03,-11.67
-77.19,-11.68
-77.18,-11.68
-77.17,-11.68
-77.16,-11.68
-77.15,-11.68
-77.14,-11.68
-77.13,-11.68
-77.12,-11.68
-77.11,-11.68
-77.1,-11.68
-77.09,-11.68
-77.08,-11.68
-77.07,-11.68
-77.06,-11.68
-77.05,-11.68
-77.04,-11.68
-77.03,-11.68
-77.19,-11.69
-77.18,-11.69
-77.17,-11.69
-77.16,-11.69
-77.15,-11.69
-77.14,-11.69
-77.13,-11.69
-77.12,-11.69
-77.11,-11.69
-77.1,-11.69
-77.09,-11.69
-77.08,-11.69
-77.07,-11.69
-77.06,-11.69
-77.05,-11.69
-77.04,-11.69
-77.03,-11.69
-77.02,-11.69
-77.01,-11.69
-77.19,-11.7
-77.18,-11.7
-77.17,-11.7
-77.16,-11.7
-77.15,-11.7
-77.14,-11.7
-77.13,-11.7
-77.12,-11.7
-77.11,-11.7
-77.1,-11.7
-77.09,-11.7
-77.08,-11.7
-77.07,-11.7
-77.06,-11.7
-77.05,-11.7
-77.04,-11.7
-77.03,-11.7
-77.02,-11.7
-77.01,-11.7
-77.18,-11.71
-77.17,-11.71
-77.16,-11.71
-77.15,-11.71
-77.14,-11.71
-77.13,-11.71
-77.12,-11.71
-77.11,-11.71
-77.1,-11.71
-77.09,-11.71
-77.08,-11.71
-77.07,-11.71
-77.06,-11.71
-77.05,-11.71
-77.04,-11.71
-77.03,-11.71
-77.02,-11.71
-77.01,-11.71
-77.18,-11.72
-77.17,-11.72
-77.16,-11.72
-77.15,-11.72
-77.14,-11.72
-77.13,-11.72
-77.12,-11.72
-77.11,-11.72
-77.1,-11.72
-77.09,-11.72
-77.08,-11.72
-77.07,-11.72
-77.06,-11.72
-77.05,-11.72
-77.04,-11.72
-77.03,-11.72
-77.02,-11.72
-77.01,-11.72
-77.17,-11.73
-77.16,-11.73
-77.15,-11.73
-77.14,-11.73
-77.13,-11.73
-77.12,-11.73
-77.11,-11.73
-77.1,-11.73
-77.09,-11.73
-77.08,-11.73
-77.07,-11.73
-77.06,-11.73
-77.05,-11.73
-77.04,-11.73
-77.03,-11.73
-77.02,-11.73
-77.01,-11.73
-77.16,-11.74
-77.15,-11.74
-77.14,-11.74
-77.13,-11.74
-77.12,-11.74
-77.11,-11.74
-77.1,-11.74
-77.09,-11.74
-77.08,-11.74
-77.07,-11.74
-77.06,-11.74
-77.05,-11.74
-77.04,-11.74
-77.03,-11.74
-77.02,-11.74
-77.01,-11.74
-77.17,-11.75
-77.16,-11.75
-77.15,-11.75
-77.14,-11.75
-77.13,-11.75
-77.12,-11.75
-77.11,-11.75
-77.1,-11.75
-77.09,-11.75
-77.08,-11.75
-77.07,-11.75
-77.06,-11.75
-77.05,-11.75
-77.04,-11.75
-77.03,-11.75
-77.02,-11.75
-77.01,-11.75
-77.17,-11.76
-77.16,-11.76
-77.15,-11.76
-77.14,-11.76
-77.13,-11.76
-77.12,-11.76
-77.11,-11.76
-77.1,-11.76
-77.09,-11.76
-77.08,-11.76
-77.07,-11.76
-77.06,-11.76
-77.05,-11.76
-77.04,-11.76
-77.03,-11.76
-77.02,-11.76
-77.01,-11.76
-77.17,-11.77
-77.16,-11.77
-77.15,-11.77
-77.14,-11.77
-77.13,-11.77
-77.12,-11.77
-77.11,-11.77
-77.1,-11.77
-77.09,-11.77
-77.08,-11.77
-77.07,-11.77
-77.06,-11.77
-77.05,-11.77
-77.04,-11.77
-77.03,-11.77
-77.02,-11.77
-77.01,-11.77
-77.19,-11.78
-77.18,-11.78
-77.17,-11.78
-77.16,-11.78
-77.15,-11.78
-77.14,-11.78
-77.13,-11.78
-77.12,-11.78
-77.11,-11.78
-77.1,-11.78
-77.09,-11.78
-77.08,-11.78
-77.07,-11.78
-77.06,-11.78
-77.05,-11.78
-77.04,-11.78
-77.03,-11.78
-77.02,-11.78
-77.01,-11.78
-77.18,-11.79
-77.17,-11.79
-77.16,-11.79
-77.15,-11.79
-77.14,-11.79
-77.13,-11.79
-77.12,-11.79
-77.11,-11.79
-77.1,-11.79
-77.09,-11.79
-77.08,-11.79
-77.07,-11.79
-77.06,-11.79
-77.05,-11.79
-77.04,-11.79
-77.03,-11.79
-77.02,-11.79
-77.01,-11.79
-77.18,-11.8
-77.17,-11.8
-77.16,-11.8
-77.15,-11.8
-77.14,-11.8
-77.13,-11.8
-77.12,-11.8
-77.11,-11.8
-77.1,-11.8
-77.09,-11.8
-77.08,-11.8
-77.07,-11.8
-77.06,-11.8
-77.05,-11.8
-77.04,-11.8
-77.03,-11.8
-77.02,-11.8
-77.01,-11.8
-77.17,-11.81
-77.16,-11.81
-77.15,-11.81
-77.14,-11.81
-77.13,-11.81
-77.05,-11.81
-77.04,-11.81
-77.03,-11.81
-77.02,-11.81
-77.01,-11.81
-77.05,-11.82
-77.04,-11.82
-77.03,-11.82
-77.02,-11.82
-77.01,-11.82
-77,-12.12
-76.99,-12.12
-76.98,-12.12
-77,-12.13
-76.99,-12.13
-76.98,-12.13
-76.97,-12.13
-77.01,-12.14
-77,-12.14
-76.99,-12.14
-76.98,-12.14
-76.97,-12.14
-77.01,-12.15
-77,-12.15
-76.99,-12.15
-76.98,-12.15
-76.97,-12.15
-76.97,-12.16
-76.97,-12.17
-77.06,-12.05
-77.05,-12.05
-77.06,-12.06
-77.05,-12.06
-77.06,-12.07
-77.05,-12.07
-77.02,-12.14
-77.02,-12.15
-76.92,-12.24
-76.91,-12.24
-76.9,-12.24
-76.89,-12.24
-76.88,-12.24
-76.87,-12.24
-76.86,-12.24
-76.85,-12.24
-76.84,-12.24
-76.83,-12.24
-76.82,-12.24
-76.81,-12.24
-76.8,-12.24
-76.79,-12.24
-76.78,-12.24
-76.77,-12.24
-76.76,-12.24
-76.75,-12.24
-76.74,-12.24
-76.73,-12.24
-76.72,-12.24
-76.71,-12.24
-76.7,-12.24
-76.69,-12.24
-76.68,-12.24
-76.67,-12.24
-76.92,-12.25
-76.91,-12.25
-76.9,-12.25
-76.89,-12.25
-76.88,-12.25
-76.87,-12.25
-76.86,-12.25
-76.85,-12.25
-76.84,-12.25
-76.83,-12.25
-76.82,-12.25
-76.81,-12.25
-76.8,-12.25
-76.79,-12.25
-76.78,-12.25
-76.77,-12.25
-76.76,-12.25
-76.75,-12.25
-76.74,-12.25
-76.73,-12.25
-76.72,-12.25
-76.71,-12.25
-76.7,-12.25
-76.69,-12.25
-76.68,-12.25
-76.67,-12.25
-76.92,-12.26
-76.91,-12.26
-76.9,-12.26
-76.89,-12.26
-76.88,-12.26
-76.87,-12.26
-76.86,-12.26
-76.85,-12.26
-76.84,-12.26
-76.83,-12.26
-76.82,-12.26
-76.81,-12.26
-76.8,-12.26
-76.79,-12.26
-76.78,-12.26
-76.77,-12.26
-76.76,-12.26
-76.75,-12.26
-76.74,-12.26
-76.73,-12.26
-76.72,-12.26
-76.71,-12.26
-76.7,-12.26
-76.69,-12.26
-76.68,-12.26
-76.67,-12.26
-76.9,-12.27
-76.89,-12.27
-76.88,-12.27
-76.87,-12.27
-76.86,-12.27
-76.85,-12.27
-76.84,-12.27
-76.83,-12.27
-76.82,-12.27
-76.81,-12.27
-76.8,-12.27
-76.79,-12.27
-76.78,-12.27
-76.77,-12.27
-76.76,-12.27
-76.75,-12.27
-76.74,-12.27
-76.73,-12.27
-76.72,-12.27
-76.71,-12.27
-76.7,-12.27
-76.69,-12.27
-76.68,-12.27
-76.67,-12.27
-76.89,-12.28
-76.88,-12.28
-76.87,-12.28
-76.86,-12.28
-76.85,-12.28
-76.84,-12.28
-76.83,-12.28
-76.82,-12.28
-76.81,-12.28
-76.8,-12.28
-76.79,-12.28
-76.78,-12.28
-76.77,-12.28
-76.76,-12.28
-76.75,-12.28
-76.74,-12.28
-76.73,-12.28
-76.72,-12.28
-76.71,-12.28
-76.7,-12.28
-76.69,-12.28
-76.68,-12.28
-76.67,-12.28
-76.87,-12.29
-76.86,-12.29
-76.85,-12.29
-76.84,-12.29
-76.83,-12.29
-76.82,-12.29
-76.81,-12.29
-76.8,-12.29
-76.79,-12.29
-76.78,-12.29
-76.77,-12.29
-76.76,-12.29
-76.75,-12.29
-76.74,-12.29
-76.73,-12.29
-76.72,-12.29
-76.71,-12.29
-76.7,-12.29
-76.69,-12.29
-76.68,-12.29
-76.67,-12.29
-76.85,-12.3
-76.84,-12.3
-76.83,-12.3
-76.82,-12.3
-76.81,-12.3
-76.8,-12.3
-76.79,-12.3
-76.78,-12.3
-76.77,-12.3
-76.76,-12.3
-76.75,-12.3
-76.74,-12.3
-76.73,-12.3
-76.72,-12.3
-76.71,-12.3
-76.7,-12.3
-76.69,-12.3
-76.68,-12.3
-76.67,-12.3
-76.84,-12.31
-76.83,-12.31
-76.82,-12.31
-76.81,-12.31
-76.8,-12.31
-76.79,-12.31
-76.78,-12.31
-76.77,-12.31
-76.76,-12.31
-76.75,-12.31
-76.74,-12.31
-76.73,-12.31
-76.72,-12.31
-76.71,-12.31
-76.7,-12.31
-76.69,-12.31
-76.68,-12.31
-76.67,-12.31
-76.83,-12.32
-76.82,-12.32
-76.81,-12.32
-76.8,-12.32
-76.79,-12.32
-76.78,-12.32
-76.77,-12.32
-76.76,-12.32
-76.75,-12.32
-76.74,-12.32
-76.73,-12.32
-76.72,-12.32
-76.71,-12.32
-76.7,-12.32
-76.69,-12.32
-76.68,-12.32
-77.13,-12.07
-77.12,-12.07
-77.11,-12.07
-76.66,-12.19
-76.66,-12.2
-76.66,-12.21
-76.65,-12.21
-76.66,-12.22
-76.65,-12.22
-76.66,-12.23
-76.65,-12.23
-76.66,-12.24
-76.65,-12.24
-76.66,-12.25
-76.65,-12.25
-76.66,-12.26
-76.65,-12.26
-76.66,-12.27
-76.65,-12.27
-76.66,-12.28
-76.65,-12.28
-76.66,-12.29
-76.66,-12.3
-76.83,-12.33
-76.82,-12.33
-76.81,-12.33
-76.8,-12.33
-76.79,-12.33
-76.78,-12.33
-76.77,-12.33
-76.76,-12.33
-76.75,-12.33
-76.74,-12.33
-76.73,-12.33
-76.72,-12.33
-76.71,-12.33
-76.7,-12.33
-76.69,-12.33
-76.68,-12.33
-76.81,-12.34
-76.8,-12.34
-76.79,-12.34
-76.77,-12.42
-76.76,-12.42
-76.77,-12.43
-76.76,-12.43
-76.77,-12.44
-76.76,-12.44
-76.78,-12.45
-76.77,-12.45
-76.76,-12.45
-76.78,-12.46
-76.77,-12.46
-76.76,-12.46
-76.79,-12.47
-76.78,-12.47
-76.77,-12.47
-76.76,-12.47
-76.8,-12.48
-76.79,-12.48
-76.78,-12.48
-76.77,-12.48
-76.76,-12.48
-76.75,-12.48
-76.79,-12.49
-76.78,-12.49
-76.77,-12.49
-76.79,-12.5
-76.79,-12.51
-77.05,-11.92
-77.05,-11.93
-77.05,-11.94
-77.09,-11.95
-77.08,-11.95
-77.07,-11.95
-77.06,-11.95
-77.05,-11.95
-77.12,-11.96
-77.11,-11.96
-77.1,-11.96
-77.09,-11.96
-77.08,-11.96
-77.07,-11.96
-77.12,-11.97
-77.11,-11.97
-77.1,-11.97
-77.09,-11.97
-77.08,-11.97
-77.07,-11.97
-77.12,-11.98
-77.11,-11.98
-77.1,-11.98
-77.09,-11.98
-77.08,-11.98
-77.07,-11.98
-77.12,-11.99
-77.11,-11.99
-77.1,-11.99
-77.09,-11.99
-77.08,-11.99
-77.07,-11.99
-77.12,-12
-77.11,-12
-77.1,-12
-77.09,-12
-77.08,-12
-77.07,-12
-77.12,-12.01
-77.11,-12.01
-77.1,-12.01
-77.09,-12.01
-77.08,-12.01
-77.07,-12.01
-77.12,-12.02
-77.11,-12.02
-77.1,-12.02
-77.09,-12.02
-77.08,-12.02
-77.07,-12.02
-77.06,-12.02
-77.05,-12.02
-77.12,-12.03
-77.11,-12.03
-77.1,-12.03
-77.09,-12.03
-77.08,-12.03
-77.07,-12.03
-77.06,-12.03
-77.05,-12.03
-76.77,-12.41
-76.76,-12.41
-77.13,-11.96
-77.13,-11.97
-77.13,-11.98
-77.13,-11.99
-77.13,-12
-77.13,-12.01
-77.14,-12.02
-77.13,-12.02
-77.14,-12.03
-77.13,-12.03
-77.14,-12.04
-77.13,-12.04
-77.12,-12.04
-77.11,-12.04
-77.1,-12.04
-77.08,-12.04
-77.14,-12.05
-77.13,-12.05
-77.12,-12.05
-77.11,-12.05
-77.1,-12.05
-77.09,-12.05
-77.08,-12.05
-77.15,-12.06
-77.14,-12.06
-77.13,-12.06
-77.12,-12.06
-77.11,-12.06
-77.1,-12.06
-77.09,-12.06
-77.08,-12.06
-77.1,-12.07
-77.09,-12.07
-77.08,-12.07
-76.97,-12.18
-76.97,-12.19
-76.97,-12.2
-77.05,-11.89
-77.04,-11.89
-77.03,-11.89
-77.02,-11.89
-77.01,-11.89
-77,-11.89
-76.99,-11.89
-77.05,-11.9
-77.04,-11.9
-77.03,-11.9
-77.02,-11.9
-77.01,-11.9
-77,-11.9
-76.99,-11.9
-77.05,-11.91
-77.04,-11.91
-77.03,-11.91
-77.02,-11.91
-77.01,-11.91
-77,-11.91
-76.99,-11.91
-77.04,-11.92
-77.03,-11.92
-77.02,-11.92
-77.01,-11.92
-77,-11.92
-76.99,-11.92
-77.04,-11.93
-77.03,-11.93
-77.02,-11.93
-77.01,-11.93
-77,-11.93
-76.99,-11.93
-77.04,-11.94
-77.03,-11.94
-77.02,-11.94
-77.01,-11.94
-77,-11.94
-76.99,-11.94
-77.04,-11.95
-77.03,-11.95
-77.02,-11.95
-77.01,-11.95
-77,-11.95
-76.99,-11.95
-77.02,-11.96
-77.01,-11.96
-77,-11.96
-76.99,-11.96
-77.02,-11.97
-77.01,-11.97
-77,-11.97
-76.99,-11.97
-77.11,-12.08
-77.1,-12.08
-77.09,-12.08
-77.08,-12.08
-77.09,-12.09
-77.08,-12.09
-77.03,-12.06
-77.02,-12.06
-77.03,-12.07
-77.02,-12.07
-77.02,-12.08
-77.07,-12.04
-77.06,-12.04
-77.05,-12.04
-77.04,-12.04
-77.03,-12.04
-77.02,-12.04
-77.07,-12.05
-77.04,-12.05
-77.03,-12.05
-77.02,-12.05
-77.07,-12.06
-77.04,-12.06
-77.07,-12.07
-77.04,-12.07
-76.64,-12.22
-76.64,-12.23
-76.63,-12.23
-76.64,-12.24
-76.63,-12.24
-76.64,-12.25
-76.63,-12.25
-76.64,-12.26
-76.63,-12.26
-76.64,-12.27
-76.64,-12.28
-76.81,-12.35
-76.8,-12.35
-76.79,-12.35
-76.8,-12.36
-76.79,-12.36
-76.79,-12.37
-77.03,-11.87
-77.02,-11.87
-77.01,-11.87
-77,-11.87
-76.99,-11.87
-76.98,-11.87
-76.97,-11.87
-76.96,-11.87
-76.95,-11.87
-76.94,-11.87
-76.92,-11.87
-76.91,-11.87
-76.9,-11.87
-77.03,-11.88
-77.02,-11.88
-77.01,-11.88
-77,-11.88
-76.99,-11.88
-76.98,-11.88
-76.98,-11.89
-76.98,-11.9
-76.98,-11.91
-76.98,-11.92
-76.98,-11.93
-76.98,-11.94
-76.98,-11.95
-76.98,-11.96
-76.98,-11.97
-77.02,-11.98
-77.01,-11.98
-77,-11.98
-76.99,-11.98
-76.98,-11.98
-77.02,-11.99
-77.01,-11.99
-77,-11.99
-77.02,-12
-77.01,-12
-77,-12
-77.02,-12.01
-77.01,-12.01
-77,-12.01
-77.03,-12.02
-77.02,-12.02
-77.01,-12.02
-77,-12.02
-77.03,-12.03
-77.02,-12.03
-77.04,-12.02
-77.04,-12.03
-76.97,-12.21
-76.97,-12.22
-76.97,-12.23
-76.95,-12.24
-76.94,-12.24
-76.93,-12.24
-76.93,-12.25
-77,-11.69
-76.99,-11.69
-76.98,-11.69
-77,-11.7
-76.99,-11.7
-76.98,-11.7
-77,-11.71
-76.99,-11.71
-76.98,-11.71
-77,-11.72
-76.99,-11.72
-76.98,-11.72
-77,-11.73
-76.99,-11.73
-76.98,-11.73
-76.97,-11.73
-76.9,-11.73
-77,-11.74
-76.99,-11.74
-76.98,-11.74
-76.97,-11.74
-76.96,-11.74
-76.91,-11.74
-76.9,-11.74
-76.89,-11.74
-76.88,-11.74
-77,-11.75
-76.99,-11.75
-76.98,-11.75
-76.97,-11.75
-76.96,-11.75
-76.95,-11.75
-76.92,-11.75
-76.91,-11.75
-76.9,-11.75
-76.89,-11.75
-76.88,-11.75
-76.87,-11.75
-76.86,-11.75
-76.85,-11.75
-76.84,-11.75
-76.83,-11.75
-76.82,-11.75
-77,-11.76
-76.99,-11.76
-76.98,-11.76
-76.97,-11.76
-76.96,-11.76
-76.95,-11.76
-76.94,-11.76
-76.93,-11.76
-76.92,-11.76
-76.91,-11.76
-76.9,-11.76
-76.89,-11.76
-76.88,-11.76
-76.87,-11.76
-76.86,-11.76
-76.85,-11.76
-76.84,-11.76
-76.83,-11.76
-76.82,-11.76
-76.81,-11.76
-77,-11.77
-76.99,-11.77
-76.98,-11.77
-76.97,-11.77
-76.96,-11.77
-76.95,-11.77
-76.94,-11.77
-76.93,-11.77
-76.92,-11.77
-76.91,-11.77
-76.9,-11.77
-76.89,-11.77
-76.88,-11.77
-76.87,-11.77
-76.86,-11.77
-76.85,-11.77
-76.84,-11.77
-76.83,-11.77
-76.82,-11.77
-77,-11.78
-76.99,-11.78
-76.98,-11.78
-76.97,-11.78
-76.96,-11.78
-76.95,-11.78
-76.94,-11.78
-76.93,-11.78
-76.92,-11.78
-76.91,-11.78
-76.9,-11.78
-76.89,-11.78
-76.88,-11.78
-76.87,-11.78
-76.86,-11.78
-76.85,-11.78
-76.84,-11.78
-77,-11.79
-76.99,-11.79
-76.98,-11.79
-76.97,-11.79
-76.96,-11.79
-76.95,-11.79
-76.94,-11.79
-76.93,-11.79
-76.92,-11.79
-76.91,-11.79
-76.9,-11.79
-76.89,-11.79
-76.88,-11.79
-76.87,-11.79
-76.86,-11.79
-76.85,-11.79
-77,-11.8
-76.99,-11.8
-76.98,-11.8
-76.97,-11.8
-76.96,-11.8
-76.95,-11.8
-76.94,-11.8
-76.93,-11.8
-76.92,-11.8
-76.91,-11.8
-77,-11.81
-76.99,-11.81
-76.98,-11.81
-76.97,-11.81
-76.96,-11.81
-76.95,-11.81
-76.94,-11.81
-76.93,-11.81
-76.92,-11.81
-76.91,-11.81
-77,-11.82
-76.99,-11.82
-76.98,-11.82
-76.97,-11.82
-76.96,-11.82
-76.95,-11.82
-76.94,-11.82
-76.93,-11.82
-76.92,-11.82
-76.91,-11.82
-77.05,-11.83
-77.04,-11.83
-77.03,-11.83
-77.02,-11.83
-77.01,-11.83
-77,-11.83
-76.99,-11.83
-76.98,-11.83
-76.97,-11.83
-76.96,-11.83
-76.95,-11.83
-76.94,-11.83
-76.93,-11.83
-77.05,-11.84
-77.04,-11.84
-77.03,-11.84
-77.02,-11.84
-77.01,-11.84
-77,-11.84
-76.99,-11.84
-76.98,-11.84
-76.97,-11.84
-76.96,-11.84
-76.95,-11.84
-76.94,-11.84
-77.05,-11.85
-77.04,-11.85
-77.03,-11.85
-77.02,-11.85
-77.01,-11.85
-77,-11.85
-76.99,-11.85
-76.98,-11.85
-76.97,-11.85
-76.96,-11.85
-76.95,-11.85
-76.94,-11.85
-77.05,-11.86
-77.04,-11.86
-77.03,-11.86
-77.02,-11.86
-77.01,-11.86
-77,-11.86
-76.99,-11.86
-76.98,-11.86
-76.97,-11.86
-76.96,-11.86
-76.95,-11.86
-77.05,-11.87
-77.04,-11.87
-77.05,-11.88
-77.04,-11.88
-77.07,-12.08
-77.06,-12.08
-77.05,-12.08
